id,type,lat,lon,name,tourism,wikipedia,housenumber,street,city,state,postcode
1427273334,node,40.7526594,-73.9744845,Fitzpatrick Grand Central Hotel,hotel,,141,East 44th Street,New York,,10017
1428427563,node,40.7610689,-73.9739729,adour alan ducasse,hotel,,,,,,
1428427564,node,40.7612458,-73.9743323,St Regis,hotel,,2,East 55th Street,New York,NY,10022
1549441335,node,40.8673822,-73.9228859,Dyckman Farmhouse Museum,museum,,4881,Broadway,New York,NY,10034
1606670273,node,40.7021499,-74.0158334,Eagle,artwork,,,,,,
1642095638,node,40.7497873,-73.9679798,United Nations Visitors Centre,information,,,,,,
1693299134,node,40.706371,-74.009196,Museum of American Finance,museum,en:Museum of American Finance,,,,,
1707825821,node,40.7537504,-73.9945935,TRYP,hotel,,,,,,
1737296888,node,40.7205455,-74.0162222,,viewpoint,,,,,,
1809517485,node,40.7932576,-73.9722071,Night Hotel,hotel,,215,West 94th Street,New York,NY,10025
1809517595,node,40.7935308,-73.9708941,,information,,,,,,
1810241472,node,40.7400959,-73.9977377,Rubin Museum of Art,museum,en:Rubin Museum of Art,150,West 17th Street,New York,NY,10011
1810737613,node,40.7919555,-73.9734339,,information,,,,,,
1821015967,node,40.7870324,-73.9778334,,information,,,,,,
1821015973,node,40.7905852,-73.9745404,,information,,,,,,
1821451551,node,40.7590853,-73.995439,YOTEL,hotel,,570,10th Avenue,New York,NY,10036
1825848811,node,40.7944638,-73.9715707,LinkNYC,information,,,,,,
1825848822,node,40.794893,-73.9718649,,information,,,,,,
1825848823,node,40.7951736,-73.9710415,,information,,,,,,
1825848827,node,40.795779,-73.970745,,information,,,,,,
1825848831,node,40.7973979,-73.9700151,,information,,,,,,
1825848833,node,40.7986635,-73.9691112,,information,,,,,,
1834885412,node,40.7996299,-73.9679647,,information,,,,,,
1873813874,node,40.764515,-73.9958863,Ink 48 Hotel,hotel,,653,11th Avenue,New York,NY,10036
2041819940,node,40.8204618,-73.9596787,,viewpoint,,,,,,
2047267696,node,40.7807355,-73.9810912,Hotel Beacon,hotel,en:Hotel Beacon,2130,Broadway,New York,NY,10023
2091641954,node,40.79674,-73.962584,Central Park Inn,hostel,,19,West 103rd Street,New York,NY,10025
2165157812,node,40.7559859,-73.9725033,W Hotels,hotel,,541,Lexington Avenue,New York,,10022
2186522365,node,40.7132396,-74.0114845,Jasperâs Split Star,artwork,,,,,,
2194406569,node,40.7722222,-73.977838,Green Visitor Center & Gift Shop,information,,,,,,
2270245977,node,40.8471692,-73.9420363,3000 A.D. Diffusion Piece,artwork,,,,,,
2279017961,node,40.8023279,-73.9675784,Link NYC,information,,,,,,
2307164617,node,40.7451377,-73.9900206,Senton Hotel,hotel,,39,West 27th Street,New York,,10001
2307164624,node,40.744469,-73.9891087,Broadway Plaza Hotel,hotel,,1155,Broadway,New York,,10001
2317577533,node,40.742143,-73.984716,Hotel Giraffe,hotel,,365,Park Avenue South,New York,,10016
2325990473,node,40.7443742,-73.9968175,Hotel Chelsea,hotel,en:Hotel Chelsea,222,West 23rd Street,New York,,10011
2339527552,node,40.8011976,-73.9389456,Growth,artwork,,,,,,
2350274315,node,40.865111,-73.9321426,,viewpoint,,,,,,
2376384666,node,40.770044,-73.9953548,,information,,,,,,
2377128188,node,40.7446533,-73.9993815,The GEM Hotel Chelsea,hotel,,300,West 22nd Street,New York,NY,10011
2435110791,node,40.7587593,-73.9851462,George M. Cohan,artwork,en:Statue of George M. Cohan,,,,,
2443892148,node,40.7864094,-73.9783047,,information,,,,,,
2451205739,node,40.7925409,-73.9711668,ChaShaMa,gallery,,697,Amsterdam Avenue,New York,NY,10025
2477507997,node,40.7226058,-74.0054616,Juan Pablo Duarte,artwork,,,,,,
2477507999,node,40.7226301,-74.0048444,Modernhaus SoHo,hotel,,27,Grand Street,New York,NY,10013
2494160712,node,40.7292807,-73.9896315,St. Mark's Hotel,hotel,,2,Saint Marks Place,,,10003
2511053877,node,40.7476419,-73.9865157,Koreatown,yes,"en:Koreatown, Manhattan",,,,,
2517056822,node,40.7410722,-73.9896534,Flatiron District,attraction,,,,,,10010
2535060647,node,40.7549383,-73.9742339,Roger Smith Hotel,hotel,,,,,,
2547223676,node,40.7240871,-74.0021462,The Broken Kilometer (DIA),gallery,,393,West Broadway,New York,,10012
2547241713,node,40.7222983,-73.9984441,Nino Mier Gallery,gallery,,62,Crosby Street,New York,,10012
2547247028,node,40.7195332,-73.9947277,Sohotel,hotel,,341,Broome Street,,,10013
2554956143,node,40.7219487,-73.990434,Powers Lowenfels Gallery,gallery,,53,Stanton Street,,,10002
2555099371,node,40.7192831,-73.9968082,NobleDen,hotel,,196,Grand Street,,,10013
2555126629,node,40.720719,-73.9892808,Krause Gallery,gallery,,149,Allen Street,New York,NY,10002
2555126668,node,40.7231911,-73.9902082,The Gatsby Hotel,hotel,,135,East Houston Street,,,10002
2560788275,node,40.8734158,-73.9299788,,picnic_site,,,,,,
2560788281,node,40.8738604,-73.9298484,,picnic_site,,,,,,
2563930256,node,40.7181761,-74.0020133,Andrew Kreps Gallery,gallery,,22,Cortlandt Alley,,,10013
2563985401,node,40.7179221,-73.9952665,U.S. Pacific,hotel,,106,Bowery,,,10013
2565702271,node,40.7226366,-74.0098159,Art Projects International,gallery,,434,Greenwich Street,New York,NY,10013
2567557185,node,40.7185164,-73.9904291,Magenta Plains,gallery,,94,Allen Street,,,10002
2572411292,node,40.7238201,-74.0052592,SoHo 54 Hotel,hotel,,54,Watts Street,,,10013
2583212034,node,40.800977,-73.9618499,Grimandi Art Gallery,gallery,,988,Columbus Avenue,New York,NY,10025
2592264900,node,40.740533,-74.0018066,,information,,,,,,
2610440255,node,40.7621727,-73.9829659,The Manhattan at Times Square Hotel,hotel,,,,New York,,
2629371810,node,40.7602216,-73.9581709,The Bentley Hotel,hotel,,500,East 62nd Street,,,
2629371837,node,40.7573984,-73.9698932,Courtyard,hotel,,866,Third Avenue,New York,NY,10022
2639531695,node,40.7590569,-73.9849891,Francis P. Duffy,artwork,en:Statue of Francis P. Duffy,,,,,
2639531871,node,40.7597371,-73.9845837,Renaissance New York Times Square Hotel,hotel,,,,,,
2704048088,node,40.7392696,-73.986775,Fotografiska,museum,en:Fotografiska New York,281,Park Avenue South,New york,Ny,10010
2704104151,node,40.7401959,-73.9826682,Carlton Arms Hotel,hotel,,160,East 25th Street,,,10010
2704105139,node,40.7394627,-73.9822461,The Marcel,hotel,,201,East 24th Street,,,10010
2706918023,node,40.7427837,-73.9830954,Parksouth Hotel,hotel,,124,East 28th Street,,,10016
2706939797,node,40.7449926,-73.9877939,The Fifth Avenue Hotel,hotel,,1,West 28th Street,New York,NY,10001
2708083600,node,40.7646529,-73.9774764,The Quin,hotel,en:The Quin,101,West 57th Street,New York,,10019
2709335872,node,40.7447966,-73.9832361,Mondrian Park Avenue,hotel,,444,Park Avenue South,New York,NY,10016
2709702498,node,40.7521714,-73.9853616,Refinery,hotel,,63,West 38th Street,New York,,10018
2709702525,node,40.7522336,-73.9855082,Americana Inn,hotel,,69,West 38th Street,,,10018
2711024313,node,40.7580573,-73.9627407,Stonehenge 57,apartment,,400,East 57th Street,New York,NY,10022
2711712840,node,40.7495001,-73.9718919,Westgate New York Grand Central Hotel,hotel,,304,East 42nd Street,New York,,10017
2713432144,node,40.7187633,-73.9831736,Art Clinic,gallery,,106,Ridge Street,New York,NY,10002
2714855400,node,40.7498595,-73.9796281,70 Park Avenue Hotel,hotel,,70,Park Avenue,New York,NY,10016
2717355355,node,40.7627592,-73.9835908,The Msocial,hotel,,226,West 52nd Street,,,10019
2723953331,node,40.7742485,-73.9629901,CafÃ© Carlyle,yes,,35,East 76th Street,,,10021
2724154223,node,40.7861156,-73.9438404,House ZAZA,guest_house,,330,East 100th Street,,,10029
2727025835,node,40.781033,-73.964572,Alexander Hamilton,artwork,,,,,,
2727025839,node,40.7699607,-73.9710098,Balto,artwork,en:Statue of Balto,,,,,
2727025888,node,40.7737621,-73.9764403,7th Regiment Memorial,artwork,,,,,,
2758752391,node,40.788788,-73.9752734,Hotel Belnord,hotel,,209,West 87th Street,New York,NY,10024
2759308679,node,40.7935439,-73.9722622,The Hotel Newton,hotel,,2528,Broadway,New York,NY,10025
2768171711,node,40.8237942,-73.9465643,La casa de los Tenenbaums,attraction,,339,Convent Avenue,,,10031
2768275469,node,40.8321455,-73.9448716,Children's Cultural Center of Native America,museum,,550,West 155th Street,New York,NY,10032
2777135780,node,40.7573258,-73.9982956,Best Western Convention Center,hotel,,522,West 38th Street,,,
2785336067,node,40.759652,-74.0038925,City Sightseeing New York,sightseeing,,455,12th Avenue,New York,NY,10018
2807977112,node,40.7089149,-74.0103932,Red Cube,artwork,,,,,,
2808241058,node,40.70575,-74.017691,Skyscraper Museum,museum,en:Skyscraper Museum,39,Battery Place,New York,NY,10280
2824641182,node,40.7098246,-74.0138782,World Center Hotel,hotel,,144,Washington Street,New York,NY,10006
2824972485,node,40.705644,-74.0155054,Sonder at Battery Park,hotel,,2,Washington Street,New York,NY,10004
2825051771,node,40.7050392,-74.0078925,Hyatt Centric,hotel,,75,Wall Street,New York,NY,10005
2825051790,node,40.7051879,-74.0061997,Eurostars Wall Street,hotel,,129,Front Street,New York,,10005
2825052305,node,40.70598,-74.0050486,Fairfield Inn New York Manhattan/Financial District,hotel,,161,Front Street,New York,NY,10038
2825125240,node,40.7080083,-74.0014177,"33 Hotel, New York City, Seaport",hotel,,33,Peck Slip,New York,NY,10038
2825233330,node,40.713744,-74.005072,Hall des LumiÃ¨res,museum,,49,Chambers Street,New York,NY,10007
2826494992,node,40.713636,-73.9936267,Hotel91,hotel,,91,East Broadway,New York,NY,10002
2826801779,node,40.7184451,-73.9826995,Hashimoto Contemporary,gallery,,210,Rivington Street,New York,NY,10002
2895921312,node,40.7051091,-74.0038404,,information,,,,,,
2898706753,node,40.706628,-74.003676,South Street Seaport Museum,museum,,12,Fulton Street,,,10038
2945458607,node,40.7528315,-73.9810928,Andaz,hotel,,485,5th Avenue,New York,NY,10017
3008612563,node,40.745587,-73.9936036,Hilton New York Fashion District,hotel,,150,West 26th Street,New York,NY,10001
3053660724,node,40.7794692,-73.9732913,Alexander von Humboldt,artwork,,,,,,
3053660725,node,40.7886205,-73.9559997,Albert Bertel Thorvaldsen,artwork,,,,,,
3053660726,node,40.7747533,-73.974118,Daniel Webster,artwork,en:Statue of Daniel Webster (New York City),,,,,
3053660728,node,40.7731728,-73.9717355,Johann Christoph Friedrich Von Schiller,artwork,,,,,,
3053660730,node,40.7843754,-73.9592113,John Purroy Mitchel,artwork,,,,,,
3053660731,node,40.7660454,-73.9760662,JosÃ© MartÃ­,artwork,en:Equestrian statue of JosÃ© MartÃ­ (Central Park),,,,,
3053660732,node,40.7660429,-73.9766301,JosÃ© de San MartÃ­n,artwork,en:Equestrian statue of JosÃ© de San MartÃ­n (Central Park),,,,,
3053662533,node,40.7789243,-73.9666796,King Jagiello Monument,artwork,en:King Jagiello Monument,,,,,
3053662534,node,40.7728773,-73.9718893,Ludwig van Beethoven,artwork,en:Ludwig van Beethoven (Baerer),,,,,
3053662565,node,40.7657085,-73.975779,SimÃ³n BolÃ­var,artwork,en:Equestrian statue of SimÃ³n BolÃ­var (Central Park),,,,,
3070512789,node,40.7104591,-74.0140533,America's Response Monument,artwork,en:America's Response Monument,,,,,
3089168986,node,40.7219999,-73.9937383,The Bowery House,hostel,,220,Bowery,,,
3116191043,node,40.7654216,-73.9793143,Park Hyatt New York,hotel,,153,West 57th Street,New York,NY,10019
3126149298,node,40.7699908,-73.9710028,Sled dogs memorial plaque,information,en:Statue of Balto,,,,,
3196459664,node,40.7260683,-74.0123763,,viewpoint,,,,,,
3196459665,node,40.7261681,-74.0133567,,viewpoint,,,,,,
3196459741,node,40.7248651,-74.0118605,Pier 32,viewpoint,,,,,,
3196459795,node,40.7241835,-74.0119121,Twister,artwork,,,,,,
3196459826,node,40.7234933,-74.0120378,,artwork,,,,,,
3196459838,node,40.7228701,-74.0121533,Offshoot,artwork,,,,,,
3224793125,node,40.7732296,-73.9815958,American Folk Art Museum,museum,en:American Folk Art Museum,2,Lincoln Square,New York,NY,
3265337559,node,40.7270859,-73.9994536,Time Landscape,artwork,en:Time Landscape,,,,,
3278932286,node,40.7681147,-73.9711748,Delacorte Musical Clock,attraction,en:Delacorte Clock,,,,,
3341913861,node,40.7774949,-73.9639416,Group of Bears,artwork,,,,,,
3345157568,node,40.6870431,-74.0173179,,information,,,,,,
3345175215,node,40.6882503,-74.0189106,,artwork,,,,,,
3345175216,node,40.689192,-74.01743,,artwork,,,,,,
3351167989,node,40.7019951,-73.9974077,Granite Prospect,viewpoint,,,,,,
3381640179,node,40.7089672,-74.0109293,Joie de Vivre,artwork,en:Joie de Vivre (di Suvero),,,,,
3394722237,node,40.7506894,-73.9675854,Non-Violence,artwork,en:Non-Violence (sculpture),,,,,
3421054404,node,40.7298846,-73.9910185,Alamo,artwork,en:Alamo (sculpture),,,,,
3507260981,node,40.7460969,-73.9891468,The Paul,hotel,,,,,,
3572646793,node,40.7676311,-73.9725255,Tropical Zone,attraction,,,,,,
3576702127,node,40.7537603,-73.97413,Hotel Boutique,hotel,,,,,,
3576702128,node,40.753146,-73.9744245,Club Quarters Hotel,hotel,,128,East 45th Street,New York,,10017
3579300780,node,40.735144,-73.9910983,,artwork,,,,,,
3579300781,node,40.7351992,-73.9911276,,artwork,,,,,,
3579300782,node,40.735305,-73.9911543,,artwork,,,,,,
3597257542,node,40.7534287,-73.9838795,Le Carrousel,attraction,en:Bryant Park#Carousel,,,,,
3623620317,node,40.7466544,-73.9941473,The Museum at FIT,museum,,,,,,
3643531404,node,40.8511613,-73.9452407,,viewpoint,,,,,,
3675401488,node,40.7151821,-74.016776,,viewpoint,,,,,,
3676888125,node,40.7331057,-73.9863256,Union Square Inn,hotel,,209,East 14th Street,New York,NY,10003
3683156293,node,40.7226408,-73.9929154,Sunshine Hotel,hotel,,245,Bowery,New York,NY,10002
3738928741,node,40.7075375,-74.0078274,,artwork,,,,,,
3738928746,node,40.7076129,-74.0078188,,artwork,,,,,,
3738928748,node,40.7076333,-74.0079802,,artwork,,,,,,
3738928755,node,40.7077735,-74.0080664,Shadows and Flags,artwork,,,,,,
3762647251,node,40.7034823,-74.0105202,Coenties Ship,artwork,,,,,,
3762705762,node,40.7168073,-74.0154568,,viewpoint,,,,,,
3772310632,node,40.7500941,-73.9691197,,artwork,,,,,,
3784197524,node,40.707727,-74.0068037,Two,artwork,,,,,,
3799397613,node,40.7386731,-73.9945722,Chelsa Inn Hotel,hotel,,46,West 17th Street,,,10011
3829129593,node,40.7505535,-73.9694314,Millennium Hilton One UN Plaza,hotel,en:Millennium Hilton New York One UN Plaza,1,United Nations Plaza,New York,,10017
3830610284,node,40.7323594,-74.0052999,Friends Building,attraction,,90,Bedford Street,New York,,10014
3846182257,node,40.8067133,-73.9617763,Alexander Hamilton,artwork,en:Statue of Alexander Hamilton (Columbia University),,,,,
3876344857,node,40.7435189,-73.993848,The Townhouse Inn of Chelsea,hotel,,131,West 23rd Street,New York,,10011
3888093170,node,40.765928,-73.973245,Thomas Moore,artwork,,,,,,
3891884870,node,40.7727282,-73.9722858,Victor Herbert,artwork,en:Bust of Victor Herbert,,,,,
3892214691,node,40.774479,-73.9677251,Hans Christian Andersen,artwork,,,,,,
3892214703,node,40.7731439,-73.9684393,The Pilgrim,artwork,,,,,,
3902065229,node,40.7174701,-73.9949761,World Hotel,hotel,,101,Bowery,,,
3907629319,node,40.8086544,-73.9615238,Curl,artwork,,,,,,
3953222220,node,40.7501799,-73.9776212,The Renwick Hotel,hotel,,118,East 40th Street,New York,NY,10016
3966939350,node,40.7445115,-73.9855322,The James,hotel,,22,East 29th Street,New York,NY,10016
3973268195,node,40.7629278,-73.9753651,Chambers Hotel,hotel,,15,West 56th Street,New York,NY,10019
4049375105,node,40.7331117,-73.9871616,LinkNYC,information,,141,3rd Avenue,New York,NY,10003
4061847835,node,40.7432132,-73.9908672,Wyndham Garden Manhattan Chelsea West,hotel,,37,West 24th Street,New York,NY,10010
4080363530,node,40.6927237,-74.0159547,The Trust for Governors Island,museum,,,,,,
4097207404,node,40.7112377,-74.010918,Entrance to Oculus,information,,,,,,
4097207406,node,40.7116135,-74.0124871,Memorial Entrance,information,,,,,,
4097207413,node,40.7131316,-74.0135198,Observatory Entrance,information,,,,,,
4097207416,node,40.712949,-74.0130438,One World Observatory,viewpoint,,,,,,
4121316394,node,40.7127003,-74.0029361,5 in 1,artwork,en:5 in 1,,,,,
4140516089,node,40.7063949,-74.0074419,Mint House,hotel,,70,Pine Street,,,
4157970366,node,40.7818628,-73.9818912,The Wallace,hotel,,242,West 76th Street,New York,NY,10023
4184001252,node,40.7564416,-73.988436,CitySights NY,sightseeing,,234,West 42nd Street,New York,NY,10036
4213565912,node,40.8047139,-73.9485671,Efuru Guest House,hotel,,,,,,
4224363289,node,40.7440374,-73.9873576,Museum of Sex,museum,en:Museum of Sex,233,5th Avenue,New York,NY,10016
4230323498,node,40.7628768,-73.9780253,Listen,artwork,,,,,,
4236846689,node,40.7588447,-73.9788005,Rockefeller Center,attraction,,,,,,
4236846690,node,40.7429236,-74.0069958,Chelsea Market,attraction,,75,9th Avenue,,,10011
4243439484,node,40.7584738,-73.9832127,Sanctuary Hotel,hotel,,132,West 47th Street,,,10036
4252536496,node,40.7435852,-73.9877866,National Museum of Mathematics,museum,,225,5th Avenue,New York,NY,10010
4252963690,node,40.7438908,-73.9838903,Royalton Park Avenue,hotel,,420,Park Avenue South,,,10016
4254512932,node,40.7724831,-73.967435,Samuel F. B. Morse,artwork,en:Samuel Finley Breese Morse (sculpture),,,,,
4257985392,node,40.7600158,-73.9829482,Radio City Apartment,hotel,,142,West 49th Street,New York,,10019
4270910090,node,40.7991902,-73.9753221,West side highway access,viewpoint,,,,,,
4290878204,node,40.7804752,-73.9687205,Romeo and Juliet,artwork,en:Romeo and Juliet (Hebald),,,,,
4290878205,node,40.7804476,-73.9686451,The Tempest,artwork,en:The Tempest (Hebald),,,,,
4294989329,node,40.7802422,-73.946123,Courtyard,hotel,,410,East 92nd Street,New York,NY,10128
4304722228,node,40.7765196,-73.9719286,,viewpoint,,,,,,
4305819700,node,40.7394145,-74.0081779,High Line,information,,,,,,
4314829890,node,40.724241,-73.9921517,Liz Christy Garden,attraction,en:Liz Christy Garden,,,,,
4316033908,node,40.7360205,-73.9870276,The Inn at Irving Place,hotel,,56,Irving Place,New York,NY,10003
4319632990,node,40.7343016,-73.9945529,Salmagundi Club,gallery,en:Salmagundi Club,,,,,
4319650089,node,40.72928,-73.9924535,Colonnade row,attraction,en:Colonnade Row,,,,,
4320917144,node,40.7643419,-73.9826989,Residence Inn New York Manhattan / Central Park,hotel,,1717,Broadway,New York,NY,10019
4324579690,node,40.7273461,-73.9850116,Couv Led Zepp 5e album,attraction,,,,,,
4332192139,node,40.719105,-73.997523,Italian American Museum,museum,,151,Mulberry Street,New York,NY,
4351547190,node,40.7156257,-73.9984718,Chinatown,attraction,,,,,,
4388613907,node,40.7629651,-73.9821345,Hope,artwork,,,,,,
4389122972,node,40.7489761,-74.004588,Gladstone Gallery,gallery,,515,West 24th Street,New York,NY,10011
4402057801,node,40.7036281,-74.0145339,John Ericsson,artwork,,,,,,
4402057817,node,40.7030984,-74.0163913,The Immigrants,artwork,,,,,,
4402339491,node,40.7440882,-73.9960078,Chelsea Savoy Hotel,hotel,,204,West 23rd Street,,,
4408728261,node,40.7075343,-74.0089367,Group of Four Trees,artwork,,,,,,
4408734092,node,40.7075456,-74.0092691,Sunken Garden,artwork,,,,,,
4416981290,node,40.7064129,-74.0088962,,hotel,,,,,,
4425455889,node,40.7436081,-73.9907173,Cocktail Kingdom,attraction,,,,,,
4434875689,node,40.7640637,-73.9828113,Ameritania at Times Square,hotel,,230,West 54th Street,,,10019
4441423089,node,40.7177393,-74.0023028,Cortlandt Alley,attraction,,,,,,
4441682193,node,40.7795154,-73.9690591,,viewpoint,,,,,,
4441682194,node,40.7125574,-74.0134791,,information,,,,,,
4441702789,node,40.7044128,-74.0185873,,viewpoint,,,,,,
4451140205,node,40.7160265,-74.0025682,LinkNYC,information,,,,,,
4452654646,node,40.7602738,-73.9848665,LinkNYC,information,,,,,,
4452654866,node,40.7599091,-73.9879084,LinkNYC,information,,,,,,
4460449816,node,40.7221806,-73.9982475,49 Crosby,hotel,,49,,,,
4462440249,node,40.7492685,-73.9814652,The Morgan Library & Museum,museum,en:Morgan Library & Museum,225,Madison Avenue,New York,NY,10016
4470028591,node,40.7335844,-74.0028172,Greenwich Village,attraction,en:Greenwich Village,,,,,
4470030189,node,40.7494423,-74.0059445,Gagosian,museum,en:Gagosian Gallery,555,West 24th Street,,,
4491242890,node,40.8648684,-73.9319228,The Met Cloisters,museum,en:The Cloisters,99,Margaret Corbin Drive,,,10040
4496779320,node,40.7187802,-74.0004094,JG Sohotel,hotel,,120,Lafayette Street,,,10013
4546351678,node,40.7669673,-73.9845544,,artwork,,,,,,
4555718200,node,40.7511584,-73.971005,,artwork,,,,,,
4589677957,node,40.8618968,-73.9329314,,viewpoint,,,,,,
4589677958,node,40.8586025,-73.9373797,Inspiration Point,viewpoint,en:Inspiration Point (Hudson River Greenway),,,,,
4592135690,node,40.824119,-73.9511893,Lotus Accomodation,guest_house,,,,,,
